"dress_leisure","dress_work","fit_top","fit_bottom","highlight","cover","body_shape","eyes","hair","size_top","size_bottom","size_footwear","size_bra","size_cup","height","weight","focus","adventurous","styles","prices","avoid","footwear","footwear_priority","footwear_families","job","birthdate","is_mother"
4,3,1,1,,,5,3,6,1,1,1,2,"C","162.56","46.76","3,5",3,,1,,"1,3","4,6,1,10,3","1,5,6",14,1997-01-13,"false"
2,3,3,1,,"1,2,4",2,4,3,6,6,5,5,"C",167,90,"3,2",3,5,1,,3,"1,4,6,10",,4,1987-02-10,"true"
1,1,1,1,4,,5,5,3,3,5,7,5,"E",174,75,"3,5,4",5,"6,5",1,"8,9",,,,14,1998-07-20,"false"
1,1,3,1,3,2,6,5,2,5,4,4,5,,"175.26","72.64","3,5,2",1,"5,4",1,"7,8","1,2",10,"1,2,4",4,1968-05-17,"true"
1,2,3,3,1,"3,4,5",4,3,3,1,2,4,2,"B",165,50,"2,4,5",3,"4,6",1,"5,7,8",2,"6,4,1","1,4,5,6",10,2006-01-24,"false"
2,4,1,1,"1,3","4,5",1,3,3,4,4,0,6,"B",153,60,5,3,6,1,"2,8",4,6,6,12,1983-05-19,"false"
1,4,2,2,"1,3",,4,2,3,3,2,2,4,"C",165,59,"4,3",3,"5,1",1,1,3,6,"4,6",2,1975-05-27,"true"
2,1,2,1,"1,3",,6,5,2,5,5,6,5,"B",187,79,"2,4,3",2,"5,1",1,,1,1,5,7,1981-08-16,"false"
3,2,2,1,,"1,4,5",1,1,2,3,4,2,4,"B",156,60,3,2,"5,6",1,"6,8,3",3,1,"4,6",9,1988-03-29,"true"
1,2,3,1,,,2,3,5,6,6,5,7,"D",164,81,"1,5",1,"2,5",2,"6,7","1,3","6,1,10",3,2,1971-09-17,"true"
2,1,2,2,1,"3,5",1,4,3,5,6,4,6,"C",162,84,"5,4",5,6,1,"9,8",,,,5,1984-06-23,"true"
2,3,1,1,3,4,6,5,2,4,4,4,4,,169,69,"5,3",3,"5,1",1,"8,6","4,3","6,10",3,4,1984-04-04,"true"
1,1,3,1,,"2,4",4,1,3,6,6,5,4,"B",163,87,3,2,"5,3",1,"7,8","3,2,1","1,10","4,5",2,1978-06-24,"true"
2,1,2,1,"3,4,5",,2,6,2,5,5,5,4,"D",165,84,"1,5,3",3,"3,5",1,,"1,2",1,5,14,1981-09-24,"true"
2,3,2,2,,,2,5,2,5,5,5,5,"C",165,83,"3,2",3,"2,4",2,,3,1,,4,1962-12-06,"true"
1,3,2,1,"3,4",5,5,3,3,4,4,3,3,"C","162.56","69.92","3,5",3,"4,3",1,5,"3,1","4,6,1,10,3",,14,1980-12-03,"false"
2,4,2,,3,,2,3,,5,5,2,4,"B",153,59,"4,3,5",3,"2,5",1,,4,6,"4,6",13,,
4,4,1,2,,,5,3,6,4,4,5,4,"C",170,72,"1,5,2",,"5,2",1,8,3,6,1,14,1981-01-20,"true"
2,1,1,1,"2,3",,1,5,2,2,2,3,4,"B","165.1","102.6",5,4,6,1,"3,5",3,6,"2,3,6",4,1991-06-17,"false"
1,3,3,1,"1,5",2,2,1,6,5,4,5,5,"C",168,70,"3,5,2",3,"5,1",1,,3,1,4,5,1972-08-20,"false"
2,4,3,2,,"3,1",1,3,3,4,3,3,3,,165,56,"3,4,2",4,5,2,"8,9,7",,,,14,1974-02-14,"false"
1,3,3,2,,2,4,3,6,6,7,4,5,"D",165,80,"4,3,2",5,"2,3",1,7,"2,3,1",1,5,4,1990-04-18,"false"
2,4,2,1,"3,5",1,1,1,2,3,3,2,2,"B",159,53,"5,3",3,,1,"5,8,7","2,1","1,6,10",5,3,1981-07-09,"true"
3,4,3,2,5,"2,4",6,3,5,5,4,4,5,"D",163,76,"3,4",3,5,1,"3,7,8,9",,,,14,1969-08-05,"true"
2,4,1,1,"1,3",,1,3,6,3,4,3,4,"C",164,52,"3,4",5,"4,5",1,,"3,4",10,6,13,1994-01-21,"true"
2,1,3,1,,,5,1,5,3,3,3,3,"C","165.1","59.93","5,1",4,"1,5",1,"1,5",1,"6,1","3,2,5,4",3,1984-03-13,"true"
2,1,3,3,"3,4",5,3,1,3,3,3,4,3,"C",170,68,4,5,"4,1",2,"3,7,8",1,"1,6","6,5",10,2005-11-30,"false"
2,4,1,1,"1,3",4,2,1,5,4,5,3,5,"E","157.48","73.55","1,5,3",5,6,1,,3,6,,2,1979-08-20,"true"
2,2,1,1,"3,4",,5,5,4,2,2,4,3,"B","167.5",53,"4,5",3,"5,1",1,8,3,"4,6,1","4,3",2,1983-06-06,"true"
2,2,3,2,,,4,4,2,3,3,4,3,,169,62,"5,4,3",3,"3,2",1,,,1,4,4,1984-10-25,"false"
1,2,3,2,4,2,5,4,5,7,7,1,6,"FF","157.48","91.25","1,5",1,"3,5",2,"4,7",3,1,"1,4",2,1971-02-18,"true"
2,4,1,1,"3,5",,3,5,2,2,1,5,3,"B",177,56,"4,3,2",3,"4,5",2,,"1,2","6,10",,13,1985-12-24,"true"
3,3,3,2,"1,4,5",2,5,4,2,4,5,6,5,"D",173,88,3,2,"6,4",1,,3,"1,4",,7,1982-04-14,"false"
2,1,3,1,"3,4,5,1",,5,3,2,2,2,4,2,"B",164,56,"1,3,5",3,"1,5",1,8,4,1,4,3,1989-05-15,"true"
3,3,2,1,"1,3",,4,4,2,2,2,3,1,,167,52,"5,3",3,"3,1",1,,3,"4,1",4,4,1991-04-07,"true"
2,1,2,1,,,1,5,5,5,5,6,5,"D",173,77,"1,5",2,"1,5",2,"8,7,5",1,"1,4,6","6,3",14,1982-02-23,"true"
1,4,3,1,,4,6,1,5,6,3,4,7,"D",165,67,"5,4",2,"1,6",1,"7,8","1,3","1,10",,6,1979-07-12,"true"
3,2,3,1,,4,6,1,3,4,4,4,4,"B",166,72,"3,5",3,"4,1",1,,3,"1,4,6",3,12,1988-02-19,"true"
1,2,3,1,5,"2,4",4,4,1,4,3,3,5,"C",161,60,3,5,2,1,"7,5","3,4,1,2","1,10",,14,1965-11-20,"true"
1,1,3,3,,"2,3,5",5,3,2,6,6,5,7,"C",170,90,"3,5,2",1,"6,1",1,5,2,"10,1","1,3,2,4",14,1971-08-25,"true"
2,2,1,1,,"1,2",2,2,2,3,4,1,4,"D",160,64,"3,5,2",2,"3,5",1,"5,8","2,3",1,4,1,1993-01-05,"false"
3,3,1,1,3,,3,5,2,2,1,2,2,"F","149.86","117.59","3,4",5,"5,2",1,7,3,10,,3,1975-07-05,"true"
2,2,2,1,,,4,5,5,3,3,4,4,"B",172,63,4,4,"1,5",3,"8,6",2,"3,4",3,13,1984-02-11,"true"
1,1,2,1,"3,4",,5,3,3,2,3,4,3,"B",169,60,"2,4",3,"6,5",1,"1,8","3,1","3,1",,13,1987-12-07,"false"
3,3,2,1,3,"1,4",4,5,3,3,3,4,3,"B",167,55,"4,1",2,"2,1",1,5,2,"6,1",4,14,1987-06-01,"true"
2,4,2,3,,"5,3",1,6,2,4,5,6,4,"A",174,85,4,5,5,1,,3,"4,6,1,10","3,2,1,6",2,1977-02-18,"true"
1,4,2,1,1,2,4,1,2,6,5,4,4,"E","157.48","69.92","1,5",4,"4,1",1,"6,7",1,4,1,6,1969-07-02,"true"
4,3,2,2,,"3,5",1,1,6,4,5,3,3,"B",160,63,"3,4,1",3,"3,5",2,"8,9,3",,,,2,1969-07-12,"true"
1,1,1,1,"1,2,4",,4,3,6,3,3,6,2,"A",175,60,"5,1",4,2,1,,2,"1,6","1,6,5",4,1974-01-31,"true"
1,3,1,1,"5,3",,2,5,2,3,4,4,4,"B",174,72,"4,3,2",2,"2,4",1,"6,7,8",3,6,"1,6",4,1991-01-26,"false"
1,4,2,3,,,2,4,1,6,7,6,6,"D",169,85,5,3,5,1,"5,6,7,9",,,,14,1958-06-11,"true"
2,3,3,1,"1,3,5","2,4",6,4,1,7,3,4,5,"D",165,75,"4,3",3,"3,1",1,"1,5,8,7",3,"1,6",5,1,1973-05-06,"true"
1,1,2,1,,4,5,4,5,3,3,4,4,"C",175,68,"3,5,4",3,"1,5",1,"5,8,7,1",1,"4,1","5,3",11,1990-09-08,"false"
1,3,2,2,"3,4",,5,3,3,1,2,1,3,,163,56,"4,3",3,"3,1",1,8,1,"10,4,1","5,6,4",14,1996-10-21,"false"
1,3,2,1,"1,3",,4,5,3,3,3,5,2,"D","172.72","72.19","1,2,5",1,"6,4",2,"6,9,7",,,,14,1974-07-27,"false"
2,3,3,2,,"2,5",3,5,3,5,5,5,5,,173,75,"1,5,3",3,"1,5",1,"1,5,7",2,1,3,2,1964-07-16,"true"
3,1,3,1,5,3,2,3,5,7,7,3,7,"B",167,93,"3,5,1",1,"3,5",1,,1,6,5,14,1986-04-13,"true"
2,4,1,1,1,2,6,5,2,5,5,6,5,"C",175,85,"3,4,2",2,"2,4",2,,1,4,5,4,1967-02-22,"true"
1,3,2,2,4,1,2,3,3,5,5,4,6,"D",167,78,"4,3",3,2,1,,2,1,,13,1986-03-21,"true"
2,1,2,1,"3,5",,3,5,2,4,3,2,3,"F",165,62,"1,4,3",3,"1,5",2,,3,1,,14,1983-07-14,"false"
1,4,3,2,,"1,2,4,5",5,1,2,7,7,6,6,"B","172.72",,"3,5,2",1,"1,4",1,"5,1",2,"4,1,10",5,4,,"false"
2,1,1,2,,,2,3,3,4,4,3,4,"C",163,59,"2,5",3,1,1,"1,2,5,6,8",4,"6,1,10",5,2,1974-08-03,"true"
4,1,2,3,"1,4","3,5",6,3,6,3,2,2,3,"A",160,52,"4,5,3",4,"1,6",1,5,3,"1,10","4,6",13,1976-12-05,"true"
1,1,1,1,"2,3,4,5",,5,5,2,1,2,2,3,"B","198.12","59.02","4,5,3",2,"5,4",1,,"2,3","1,10,4",,14,1971-04-28,"true"
3,1,3,2,,,2,5,2,7,7,5,6,"DD","167.64","101.24","4,5,3",1,2,1,,"1,2",1,"1,2,3,4",13,1966-08-28,"true"
1,3,2,1,,,5,4,2,3,4,2,4,"B",170,72,"5,3,1",2,"5,2",1,"1,7",2,"4,1",3,5,1987-05-19,"false"
4,1,1,1,,2,2,3,6,8,8,4,6,"C",159,88,"1,4",3,"6,5",1,,3,4,3,6,1982-08-12,"true"
1,4,1,2,"1,3",,5,3,5,4,4,3,3,"F","160.02","69.92","2,5,4",4,"6,3",1,"5,6",3,"6,4,3","1,2",12,1975-04-23,"true"
1,2,3,3,"2,5","1,3,4",2,5,3,8,8,4,9,"FF","154.94","115.32","1,5",4,5,1,"1,5,7,8",1,"1,10","2,3,5",6,1965-10-30,"true"
2,1,2,2,"1,4",,2,4,5,4,4,3,4,"C",167,78,"1,5,2",4,5,2,5,1,4,"3,4",2,1974-10-07,"false"
1,4,2,1,,,4,4,4,2,2,1,3,"B",160,53,"3,4,1",3,"5,6",1,6,3,"10,4",6,2,1990-12-21,"true"
1,1,3,2,"1,4","3,5",2,4,3,5,5,5,4,"F",168,88,"4,3,2",5,"5,1",2,,1,"4,6",5,5,1984-11-25,"false"
3,1,1,1,"1,3",4,1,5,3,4,5,4,3,"B",165,75,"1,3",2,"5,6",1,,3,1,5,14,1984-09-23,"true"
1,4,1,1,1,4,2,1,5,3,4,3,3,"D","157.48","65.83","1,4,5",3,"6,1",1,2,3,"1,6",1,2,1982-02-05,"true"
1,1,3,2,,4,2,5,2,7,6,3,5,"FF","154.94","79.45",5,5,"3,4",1,,3,1,"1,2,3",12,1965-04-27,"true"
4,1,3,1,,"1,2,3,4,5",5,3,3,8,8,5,9,"F",155,93,"5,2,1",5,"1,4",1,"7,8,3,6",1,"1,10,3",5,7,1967-07-22,"true"
4,2,1,1,,,4,3,6,4,4,6,4,"C",165,82,"3,5",5,6,1,,2,1,6,14,1983-01-09,"true"
1,3,3,1,,"1,2,3",5,1,3,8,7,6,5,,"172.72","108.05","1,5",2,"2,6",1,3,1,"6,10,1",5,6,1988-02-04,"true"
2,1,3,1,"1,4",,1,5,2,2,3,3,3,"B","167.64","69.92","2,3,4",4,5,1,"5,8,7",3,"1,6","3,5,4,6",2,1967-11-04,"true"
2,3,3,1,"3,4,5",2,4,1,2,4,4,5,3,"F",171,67,"2,5",4,,1,,1,"1,10",5,2,1988-07-03,"false"
1,1,3,3,,,1,3,6,4,5,3,4,,165,75,3,3,"1,3",2,5,3,4,5,2,1981-05-29,"true"
2,3,2,2,,,2,5,1,4,4,4,4,"C",160,68,"4,2,1",2,"4,2",1,"1,5,7,8",1,"1,6,4","2,3,5,6",3,1966-10-15,"true"
1,4,1,1,"1,3,4","2,5",4,4,2,2,2,2,3,,160,44,5,1,"1,6",1,,3,1,6,14,1990-11-19,"false"
2,2,3,1,1,4,2,5,2,7,6,3,5,"D","149.86","76.27",5,4,1,1,6,"2,1","1,4",,3,1964-02-10,"true"
1,1,1,1,1,,5,5,4,3,3,3,2,"E","154.94","52.66","1,4",4,1,1,5,2,1,5,14,1989-11-23,"true"
2,3,1,1,1,3,5,4,3,3,3,5,4,"D",169,70,3,3,"5,2",1,,3,10,,2,1982-01-23,"true"
1,3,2,1,,,5,3,4,3,3,3,3,"B",163,65,"4,3,2",3,"2,5",1,,3,1,,8,1980-03-31,"true"
3,4,1,1,4,"1,3",2,3,6,2,3,1,3,"C",154,59,"3,1",3,"1,2",1,"5,9,8,7",,,,11,1988-02-18,"true"
2,1,1,1,3,,2,1,5,3,4,5,7,"D",165,82,"4,5",3,"1,5",1,8,1,"10,6,3",5,9,1990-02-07,"true"
1,1,2,1,5,,5,4,2,3,3,6,3,"D",174,65,"5,2",2,"3,5",2,,1,"1,3,4",5,13,1990-02-17,"true"
2,4,1,1,,"5,2",4,5,2,1,1,2,5,"B","182.88","50.85","1,5,2",1,"1,5",2,"8,9,7,6",,,,4,1984-08-28,"true"
1,3,1,1,,,4,3,6,2,2,4,3,"B",173,58,"4,5",3,1,1,,1,"1,6",5,8,1991-10-15,"false"
2,1,1,1,"2,3,4,5",,3,1,3,2,2,6,3,"C",173,55,"1,5,3",4,5,1,"7,8","3,1","4,1,6","3,5",8,2004-05-20,"false"
1,1,3,3,,"2,5",2,1,5,8,8,4,6,,"162.56","108.05","1,5,4",3,"6,1",1,1,3,"1,4,10","3,2",2,1980-04-12,"true"
2,3,3,2,1,"3,5",2,4,2,6,7,7,7,"B",180,105,"5,3,2",2,"1,2",1,"5,7,9,3,8,4",,,,4,1966-03-23,"true"
2,1,1,1,"1,2,3,4",,5,3,6,4,4,4,4,"C",171,70,"3,5",3,"5,3",1,"5,8",3,"1,4",4,12,1971-10-27,"true"
3,3,1,2,"1,4","2,3,5",4,3,2,3,4,3,3,"C",165,68,"3,5,1",4,"2,6",1,3,3,1,1,5,1974-05-08,"false"
3,1,3,1,,"3,4",2,1,4,6,6,3,6,"C",160,80,"5,3",2,"3,1",1,"8,2,7","1,2","4,1",5,3,1980-11-25,"true"
2,3,1,1,"3,4,5",,5,6,2,3,3,4,2,"D","167.64","63.56","4,3",5,"1,5",1,,3,1,,14,1985-12-23,"true"
1,2,3,1,"1,3","2,4",5,1,5,5,4,3,4,"F","160.02","65.83","5,2",1,"2,4",1,,3,6,3,13,1988-11-05,"true"
2,2,2,2,1,"2,4,5",5,5,2,8,8,6,7,"D",168,105,"3,5,1",1,"5,6",1,"1,5","1,2","1,4","3,6",4,1978-08-13,"true"
1,3,3,3,"3,4","5,2",2,3,5,6,6,4,5,"E","165.1","96.7","3,1",2,"1,3",1,"6,8,9",,,,3,1977-03-06,"true"
1,1,1,1,3,,5,1,3,2,2,1,4,"B",153,50,5,1,"3,6",1,"7,8,9",,,,10,1998-03-06,"false"
2,1,1,2,,,1,1,3,3,4,3,3,"C",160,65,3,3,3,1,8,2,1,5,3,1991-10-16,"false"
1,2,3,1,,"2,4",2,5,2,8,7,3,7,"E","157.48","104.42","1,5,3",5,"6,5",1,"1,7,8,2","1,2","1,3","5,1",3,1981-02-09,"true"
3,2,3,2,,2,5,4,3,5,5,4,4,"DD","162.56","71.73","3,5,4",5,"6,5",1,,3,1,,4,1967-02-12,"true"
3,1,2,1,,,6,1,2,2,2,1,2,"B",156,54,"4,3",3,"2,5",1,,3,"6,1,10",6,4,1976-12-10,"true"
1,1,3,1,,,2,1,5,8,8,5,6,"D","177.8","108.51","4,2,1",1,"2,4",1,,1,1,6,5,1989-11-10,"true"
1,3,1,1,4,,5,4,5,2,2,2,3,"C",160,51,"4,3",1,"2,6",2,6,3,4,,14,1979-09-29,"true"
4,4,2,1,"1,3,5",4,5,3,2,3,3,2,5,"C",165,65,"3,4,5",4,6,1,,,1,,14,1992-12-18,"false"
4,2,1,2,"1,4",5,5,3,4,5,6,6,7,"E",168,92,"3,5,4",3,"6,4",2,"7,8,9",,,,2,1982-04-24,"true"
4,2,2,2,4,1,1,3,3,2,1,3,1,"B",162,50,"1,5,2",4,3,1,"3,9",,,,1,2000-07-31,"false"
1,1,1,3,"1,5",,6,4,3,7,7,4,5,"DD","170.18","90.8","2,4,1",5,"4,1",1,"7,8",1,"1,4",,4,1982-05-19,"false"
1,1,1,2,,"3,4",1,3,2,2,3,4,3,"C",162,52,"1,3,5",1,"5,6",1,"1,8,6",3,"1,10",4,7,1976-07-26,"true"
1,4,2,1,,,5,3,3,2,3,1,4,"D",161,55,"3,4",4,"1,6",1,"2,1,5,8",4,4,"2,6",14,1987-01-02,"false"
1,2,1,1,,,2,5,2,3,3,4,4,"C",165,67,"4,5",5,"6,2",2,,1,6,1,2,1990-07-03,"true"
3,1,1,1,,,5,4,4,2,2,1,2,"D","160.02","50.85",3,3,"6,1",2,5,"3,2",4,4,2,1973-12-15,"true"
1,1,3,2,,,,1,6,3,3,4,2,"B",163,60,"3,4,5",4,"5,1",1,"1,2,4,6,3",3,"4,1,3",,14,1977-11-25,"true"
1,1,1,1,1,"2,5",1,3,2,7,8,6,6,"D",90,135,"2,5",5,"6,1",1,"5,1",3,"1,6",3,10,2001-07-17,"false"
1,1,3,1,,,5,2,2,3,3,2,2,"C",166,63,"2,5,4",3,3,1,8,1,6,5,4,1997-09-26,"false"
3,3,3,3,,"2,3,5",2,4,2,7,7,5,8,"D",170,100,"4,3,1",4,"1,2",3,,2,1,2,5,1974-01-03,"true"
3,3,2,2,,4,6,4,3,6,5,5,5,"F",179,96,"3,5,2",4,"4,6",2,,"3,1,2","1,4",,2,1980-06-12,"true"
2,3,1,1,1,,1,3,2,3,3,4,3,"A",165,60,"1,5",2,"1,5",2,6,2,"1,6",5,2,1967-08-03,"false"
2,4,2,1,"2,3,5",,4,1,1,3,2,5,4,"B",173,64,"2,4",3,2,2,5,1,1,6,12,1958-08-14,"true"
2,1,1,1,4,1,3,3,3,1,1,3,2,"C",164,48,"5,1",3,"1,3",1,,1,1,5,3,1992-08-23,"false"
4,2,3,3,,,2,5,5,5,6,4,6,"C",167,82,"1,5,3",2,2,1,,2,1,5,2,1987-03-20,"true"
1,1,1,1,1,"3,4,5",1,3,6,3,4,4,3,"B",170,65,"4,2,5",4,"6,3",2,"7,8,9",,,,14,1985-01-11,"true"
2,3,1,1,,1,5,5,4,5,5,3,4,"DD","162.56",79,"5,3",4,"4,6",1,,3,1,,4,1985-04-13,"false"
2,2,1,1,,,4,3,3,3,2,2,3,"B",159,50,"5,2",4,5,1,"5,8",2,1,,12,1976-05-28,"true"
2,3,1,2,"1,4","3,5",1,3,6,3,4,4,3,"A",169,64,"5,2,1",3,"2,3",1,"7,8",3,4,"4,6",7,1978-11-28,"true"
1,4,1,1,,,4,5,2,1,1,2,2,"D","162.56","47.22","3,4",5,"1,6",1,7,"1,2,3","1,4","1,2,3,5",2,1988-11-23,"true"
2,3,2,1,"3,5",,2,5,2,3,2,4,4,"B",163,65,"4,1",2,"1,2",1,8,"3,2","6,1",4,13,1985-05-31,"true"
1,4,2,3,"1,3","2,4",2,5,3,3,2,3,3,"B",160,57,"2,3",3,3,1,,3,6,6,14,2001-06-13,"false"
2,4,3,2,,4,2,5,6,6,6,6,6,"D",170,105,"4,3",3,"5,3",1,,,"4,1,10",,5,1985-06-24,"true"
2,4,1,1,4,"2,3",2,1,6,4,6,2,8,"C",161,85,"5,4,3",5,3,1,8,"1,2","6,4","3,5",4,1985-03-18,"true"
1,2,3,,5,4,5,3,3,4,3,1,4,"C",160,61,"5,2",1,"2,4",1,8,3,"4,1","1,4",4,1967-01-04,"true"
2,4,3,1,,4,5,3,3,3,3,5,3,,176,65,"2,5,3",3,"6,3",1,,2,4,5,3,1976-06-28,"true"
4,4,3,1,"5,1",4,4,6,3,2,2,3,3,"B",160,54,"3,5,2",5,"2,4",1,4,3,"4,6,10","6,5",14,1987-07-19,"true"
2,4,2,1,,3,5,3,3,3,3,4,5,"C",169,68,"5,3",3,"2,4",1,,3,"1,10",6,6,1973-08-27,"true"
4,2,2,1,,,5,1,2,4,4,4,4,"D",170,71,"4,3",3,"5,6",3,"9,8,7",,,,14,1975-01-30,"false"
1,4,2,3,"1,2,5",,2,5,2,3,3,1,4,"B",165,60,"4,5",3,"5,1",1,2,1,"1,4",5,12,1991-03-05,"false"
4,1,1,2,"1,3",4,6,6,2,3,4,3,5,"E",168,67,"2,3",2,"5,3",1,"8,7",1,"4,10,6",5,3,1978-03-02,"true"
2,1,1,1,"5,4,3,2",,1,1,6,3,3,4,3,"D",168,59,"3,2,1",4,"1,5",1,"2,8",2,"6,1,10",5,2,1997-09-09,"false"
1,3,2,1,,,4,1,3,5,6,5,7,"C",161,80,"3,2",2,"1,2",1,8,"1,2","1,4",,2,1986-09-09,"true"
2,3,1,1,2,"3,4",4,4,6,1,2,2,3,"B",157,47,"4,5",4,"6,4",2,5,1,6,5,12,1997-02-13,"false"
2,1,3,1,,,4,3,6,3,3,2,4,"C",160,62,"5,1,3",2,"1,5",1,"7,8,9",,,,14,1984-02-21,"true"
1,1,3,1,3,4,4,4,3,5,5,4,4,"C",170,"77.7","5,3,2",3,"4,1",1,"7,8",3,"1,6,10","4,5",14,1987-12-29,"true"
4,4,1,1,1,4,2,1,2,4,4,4,4,"D",157,64,"5,3",3,5,1,"3,9",,,,13,1960-12-18,"true"
1,1,1,3,"3,4",,1,1,3,2,4,3,2,"B",165,65,"4,5",4,"3,6",1,"7,8",2,"1,6,3,4,10","4,5",14,1993-11-05,"false"
1,1,3,1,1,,2,5,2,4,5,3,5,"D","165.1","74.46","1,5",3,"5,6",1,"7,8",1,1,5,14,1979-03-10,"true"
4,3,3,2,"4,5",3,4,3,3,4,4,3,4,"C",155,65,"4,5",3,"4,6",1,3,3,1,4,2,1978-06-29,"true"
1,4,3,1,2,4,2,4,5,5,5,5,5,"C",175,75,"4,3,1",3,"2,5",1,"1,9",2,"6,1",5,2,1988-09-09,"true"
1,4,1,2,4,,5,5,4,5,4,6,5,"F",175,80,"3,1",1,"2,6",1,"7,9",,,,4,1978-01-01,"true"
2,3,2,1,"1,3,4",,5,5,3,5,4,3,7,"C",158,74,"2,5,1",3,"1,2",1,"7,8,9",,,,12,1984-11-18,"false"
1,1,3,2,1,"5,3",2,3,5,8,8,5,7,"C",165,105,"3,4,2",1,3,1,"7,8","1,2,3","4,10","5,3",13,1982-10-03,"true"
1,1,3,3,1,"2,5",1,3,3,8,8,4,6,"D","165.1","110.32","3,5,2",5,"1,5",1,4,"2,3",1,"1,3",4,1992-05-19,"true"
1,1,3,1,,"2,4",6,5,2,4,4,3,4,"C","157.48","76.27",3,2,1,1,,1,1,6,4,1989-12-11,"true"
2,4,2,1,"2,3,4",,4,3,3,2,3,6,3,"B",166,57,"5,4,1",3,6,3,5,3,1,5,5,1975-04-12,"true"
3,4,1,2,,,4,1,3,3,3,4,2,"C","170.18","70.82","3,5",1,"2,4",2,"7,8",1,"4,1","4,1,3",14,1987-05-03,"false"
1,2,1,1,,,3,2,5,3,2,2,3,"B",166,57,"4,5,3",2,"5,2",1,5,3,"1,10",4,14,1989-02-06,"false"
1,3,1,1,4,"1,5",4,2,3,1,1,4,2,,160,50,"1,5,2",2,3,1,3,1,"10,6","5,2",1,2008-03-07,"false"
2,1,3,1,"1,2,3",5,1,5,2,1,2,3,3,"B",162,60,"2,5,1",1,"5,3",1,,2,6,5,2,1980-05-15,"true"
1,2,3,2,,1,2,5,3,4,4,2,4,"E","160.02","63.56","3,5,4",4,"3,1",2,,3,6,,3,1961-03-16,"true"
3,3,2,2,"3,4,5",,5,1,5,2,2,5,5,"B",175,64,4,1,"1,6",1,8,2,1,2,14,,"false"
2,3,3,1,,"1,4",3,4,2,4,3,5,3,"F","167.64","66.28","2,5,3",2,"5,1",1,,1,"6,1",5,3,1985-09-04,"true"
2,4,1,1,"3,4",,5,3,3,1,1,4,2,"B",165,51,"4,3",4,3,1,8,3,4,,13,1996-01-10,"false"
1,2,3,1,3,2,4,4,2,3,3,4,3,"A",165,60,"5,3,1",2,"1,5",1,,"1,2",1,5,14,1968-04-30,"false"
1,4,3,3,,"2,3",1,5,2,5,5,6,4,"DD","167.64","88.98","3,5",1,4,3,"3,7,8","1,2,3","4,1,10","1,2,4",14,1971-01-18,"true"
1,1,3,2,,2,5,6,2,6,6,3,5,"FF","165.1","95.34","1,5,2",3,2,1,"1,5","2,1","1,6",5,4,1980-05-01,"true"
2,1,3,1,4,"3,5",1,4,6,3,4,2,3,"C",163,63,"3,5",3,"3,1",1,2,1,"1,10","2,5",2,1971-03-27,"true"
2,3,1,3,"1,3,4",,2,3,6,6,6,6,7,"E",161,105,"4,5",1,"6,1",1,8,2,10,4,6,1996-11-06,"true"
3,2,2,2,,,5,4,3,6,6,6,7,,"170.18","80.36","3,2",2,"2,4",1,,2,1,,2,1976-02-14,"true"
1,4,1,1,"2,3,4,5",,4,5,3,2,3,2,2,"A",165,50,5,4,"3,1",2,,1,"1,6,4",,5,1992-07-12,"false"
1,2,1,2,,,3,5,4,5,6,4,5,"C","165.1","82.63","3,4",2,1,1,5,1,"1,10,6","5,2,3",3,1977-04-05,"true"
2,1,1,1,3,,4,1,6,2,3,2,3,"B",165,55,"5,1",3,"5,1",1,"1,5,7,8,9",,,,2,1980-07-25,"true"
2,3,1,1,"1,3,4",2,2,4,2,6,6,3,5,"C",163,78,3,5,"6,5",1,8,3,"1,10,6,4",4,2,1970-08-16,"true"
2,3,2,1,,,5,1,2,5,5,5,3,"D",176,78,"4,2",5,"5,4",1,,3,"4,1,6,10",2,5,1979-09-20,"false"
2,1,3,1,"3,4,5",,5,2,3,2,2,4,3,"B",176,56,"5,1",3,"3,5",1,8,3,"10,6",4,3,1974-01-01,"true"
4,3,3,2,"1,3,5","2,4",2,2,6,5,5,5,6,"B",175,90,"5,3",3,2,1,"5,7,8,9",,,,4,1994-08-24,"false"
2,1,3,1,4,,2,3,6,3,3,3,4,"C",161,63,"4,2",3,"5,1",1,"5,8,7","3,2",1,,10,1986-03-01,"true"
1,1,3,1,3,2,6,4,6,6,5,2,4,"FF","157.48","71.73","1,4",5,"1,6",1,"7,8",1,"1,6",1,2,2000-01-02,"false"
1,3,1,2,,"2,3,5",5,4,3,1,1,1,3,"A",160,45,"5,2",,,1,"1,5,9,7,6",,,,5,1983-11-29,"true"
3,2,3,1,,"1,2,4",4,5,3,2,1,3,3,"E","154.94","null",5,2,"4,1",1,"1,7,8",1,6,,3,1972-11-07,"true"
1,2,3,3,,,2,4,3,8,8,6,7,"E","177.8","123.94","5,4,3",2,"3,4",1,,1,"1,3,10",5,13,1986-04-28,"true"
1,2,1,2,,,2,4,2,4,4,2,4,"C","154.94","69.46","1,5,4",1,"2,5",1,"7,8",3,10,6,4,1971-01-03,"false"
2,2,2,2,"1,3","2,4",4,5,2,4,4,4,5,"B",167,74,"3,5",3,5,1,"9,7",,,,13,1981-03-23,"false"
2,2,3,1,,4,2,4,6,5,6,4,5,"D",154,89,"1,4,2",4,6,1,"5,6,8","3,4",1,"4,6",6,1984-06-23,"true"
